Transaction_ID,Client_ID,Product_ID,Quantity,Transaction
23060,286,54,6,17:58:29 09/14/2013
23061,494,255,2,20:09:56 09/14/2013
23062,241,989,4,20:46:15 09/14/2013
23063,869,309,4,21:17:35 09/14/2013
23064,988,79,2,22:44:48 09/14/2013
23065,844,227,2,00:00:12 09/15/2013
23066,504,831,3,00:02:11 09/15/2013
23067,220,737,5,01:12:15 09/15/2013
23068,783,14,3,02:58:03 09/15/2013
23069,379,142,9,03:15:07 09/15/2013
23070,477,330,2,03:21:59 09/15/2013
23071,488,507,6,04:17:18 09/15/2013
23072,21,14,8,05:19:03 09/15/2013
23073,925,420,3,06:00:59 09/15/2013
23074,457,48,2,08:29:20 09/15/2013
23075,60,229,5,08:40:52 09/15/2013
23076,325,649,10,10:18:21 09/15/2013
23077,149,818,3,12:08:37 09/15/2013
23078,274,877,6,12:30:55 09/15/2013
23079,614,250,8,14:10:00 09/15/2013
23080,381,548,3,15:03:40 09/15/2013
23081,645,465,8,16:02:44 09/15/2013
23082,35,780,1,17:20:19 09/15/2013
23083,918,279,7,19:20:05 09/15/2013
23084,271,676,1,21:45:17 09/15/2013
23085,361,238,9,22:52:06 09/15/2013
23086,35,973,1,23:27:16 09/15/2013
23087,546,311,8,01:19:29 09/16/2013
23088,906,52,8,02:14:50 09/16/2013
23089,385,465,5,02:56:43 09/16/2013
23090,463,521,4,04:30:59 09/16/2013
23091,871,240,1,07:05:40 09/16/2013
23092,377,754,1,08:14:05 09/16/2013
23093,184,643,1,10:22:55 09/16/2013
23094,968,486,1,12:10:42 09/16/2013
23095,827,99,5,14:32:33 09/16/2013
23096,256,229,2,17:09:32 09/16/2013
23097,528,563,6,19:46:51 09/16/2013
23098,382,335,9,22:12:29 09/16/2013
23099,403,777,9,22:12:29 09/16/2013
23100,68,330,6,00:34:46 09/17/2013
23101,313,812,8,01:21:20 09/17/2013
23102,537,591,1,01:40:14 09/17/2013
23103,795,227,1,01:52:23 09/17/2013
23104,524,811,1,02:29:48 09/17/2013
23105,4,247,4,04:37:09 09/17/2013
23106,133,416,8,06:52:07 09/17/2013
23107,299,291,2,08:10:34 09/17/2013
23108,810,929,2,08:52:26 09/17/2013
23109,378,753,1,10:14:26 09/17/2013
23110,902,726,5,10:16:44 09/17/2013
23111,956,268,3,11:39:47 09/17/2013
23112,308,880,6,14:14:46 09/17/2013
23113,744,835,5,15:16:28 09/17/2013
23114,843,558,9,16:29:51 09/17/2013
23115,796,379,10,18:49:44 09/17/2013
23116,411,752,7,19:43:25 09/17/2013
23117,28,45,7,22:22:07 09/17/2013
23118,344,563,10,23:51:24 09/17/2013
23119,191,844,5,01:30:47 09/18/2013
23120,877,884,8,03:02:12 09/18/2013
23121,989,926,9,04:13:20 09/18/2013
23122,312,917,2,06:06:01 09/18/2013
23123,754,259,9,06:45:09 09/18/2013
23124,709,254,5,08:42:06 09/18/2013
23125,326,584,3,11:03:55 09/18/2013
23126,168,769,2,12:37:29 09/18/2013
23127,403,371,6,12:52:04 09/18/2013
23128,869,301,5,15:01:19 09/18/2013
23129,827,858,1,17:34:29 09/18/2013
23130,735,647,10,18:48:47 09/18/2013
23131,174,929,3,18:50:39 09/18/2013
23132,827,975,4,20:17:01 09/18/2013
23133,972,470,3,21:05:14 09/18/2013
23134,660,855,6,22:25:52 09/18/2013
23135,248,456,2,22:49:58 09/18/2013
23136,28,768,4,23:27:29 09/18/2013
23137,320,923,9,23:43:59 09/18/2013
23138,219,534,4,00:24:35 09/19/2013
23139,281,405,7,00:52:32 09/19/2013
23140,432,127,5,02:03:42 09/19/2013
23141,844,380,8,03:31:48 09/19/2013
23142,699,660,5,04:48:50 09/19/2013
23143,15,728,7,05:23:13 09/19/2013
23144,164,970,10,08:06:38 09/19/2013
23145,242,566,2,08:45:58 09/19/2013
23146,958,662,1,11:21:21 09/19/2013
23147,209,473,4,14:04:13 09/19/2013
23148,252,598,3,14:09:40 09/19/2013
23149,198,347,10,15:19:39 09/19/2013
23150,600,308,7,15:21:29 09/19/2013
23151,943,862,8,17:07:45 09/19/2013
23152,16,378,3,17:39:57 09/19/2013
23153,319,298,6,18:55:02 09/19/2013
23154,299,945,6,21:01:30 09/19/2013
23155,684,350,8,22:00:20 09/19/2013
23156,888,905,2,23:07:43 09/19/2013
23157,669,669,8,00:57:49 09/20/2013
23158,710,273,3,01:20:39 09/20/2013
23159,618,725,5,03:03:28 09/20/2013
23160,147,688,1,04:45:59 09/20/2013
23161,322,624,9,06:54:13 09/20/2013
23162,573,326,4,09:35:03 09/20/2013
23163,10,822,1,10:24:23 09/20/2013
23164,402,283,10,10:33:54 09/20/2013
23165,879,889,7,12:09:53 09/20/2013
23166,564,562,8,12:37:51 09/20/2013
23167,656,801,2,12:43:30 09/20/2013
23168,680,686,5,14:40:14 09/20/2013
23169,606,119,9,15:49:14 09/20/2013
23170,475,520,5,16:49:00 09/20/2013
23171,511,970,7,17:52:39 09/20/2013
23172,821,723,6,19:50:32 09/20/2013
23173,351,597,9,20:51:40 09/20/2013
23174,128,982,4,23:14:35 09/20/2013
23175,228,400,10,01:08:25 09/21/2013
23176,646,94,9,01:44:59 09/21/2013
23177,533,127,2,02:48:02 09/21/2013
23178,115,98,2,02:55:33 09/21/2013
23179,470,7,3,03:46:44 09/21/2013
23180,419,476,2,04:02:43 09/21/2013
23181,811,456,5,05:56:39 09/21/2013
23182,375,201,10,07:11:37 09/21/2013
23183,91,479,3,09:46:44 09/21/2013
23184,806,310,6,10:06:06 09/21/2013
23185,393,630,6,11:14:27 09/21/2013
23186,105,744,3,13:18:38 09/21/2013
23187,992,980,1,13:29:09 09/21/2013
23188,15,508,6,14:38:42 09/21/2013
23189,822,6,7,16:34:52 09/21/2013
23190,360,999,7,17:24:41 09/21/2013
23191,935,664,8,17:44:28 09/21/2013
23192,17,429,3,19:38:26 09/21/2013
23193,156,460,6,20:05:21 09/21/2013
23194,734,508,2,22:04:56 09/21/2013
23195,134,653,9,00:46:43 09/22/2013
23196,384,349,9,02:00:03 09/22/2013
23197,793,721,3,04:23:37 09/22/2013
23198,137,702,4,05:09:58 09/22/2013
23199,258,650,9,05:54:25 09/22/2013
23200,663,477,10,07:00:41 09/22/2013
23201,722,466,3,07:24:10 09/22/2013
23202,354,262,1,07:31:25 09/22/2013
23203,917,724,2,10:00:04 09/22/2013
23204,663,581,2,10:09:04 09/22/2013
23205,576,95,2,12:30:20 09/22/2013
23206,934,712,9,14:44:58 09/22/2013
23207,348,780,5,15:31:08 09/22/2013
23208,216,676,5,18:15:58 09/22/2013
23209,472,888,7,19:09:41 09/22/2013
23210,676,151,6,20:16:15 09/22/2013
23211,483,606,6,22:35:49 09/22/2013
23212,184,300,7,23:46:27 09/22/2013
23213,537,20,8,01:28:43 09/23/2013
23214,796,631,3,04:01:28 09/23/2013
23215,893,579,7,05:37:47 09/23/2013
23216,749,842,6,08:11:20 09/23/2013
23217,822,191,3,09:02:06 09/23/2013
23218,678,893,9,10:39:55 09/23/2013
23219,566,509,2,11:14:27 09/23/2013
23220,143,949,7,12:46:19 09/23/2013
23221,480,838,1,13:55:12 09/23/2013
23222,839,577,9,14:11:24 09/23/2013
23223,894,401,10,15:32:19 09/23/2013
23224,932,170,1,17:07:26 09/23/2013
23225,464,682,4,17:23:51 09/23/2013
23226,689,388,4,17:51:34 09/23/2013
23227,759,692,10,18:30:10 09/23/2013
23228,114,609,8,19:35:13 09/23/2013
23229,377,440,9,22:21:10 09/23/2013
23230,814,308,6,22:50:36 09/23/2013
23231,223,387,2,23:38:29 09/23/2013
23232,871,247,4,02:19:13 09/24/2013
23233,426,755,1,04:16:40 09/24/2013
23234,191,811,8,06:52:32 09/24/2013
23235,589,395,10,08:20:07 09/24/2013
23236,93,776,3,09:00:41 09/24/2013
23237,320,117,1,10:33:52 09/24/2013
23238,29,830,7,10:47:02 09/24/2013
23239,805,755,8,10:59:22 09/24/2013
23240,469,368,6,12:38:16 09/24/2013
23241,345,299,9,15:08:12 09/24/2013
23242,117,760,4,17:53:43 09/24/2013
23243,507,499,5,19:18:15 09/24/2013
23244,943,994,10,19:59:56 09/24/2013
23245,436,958,4,22:16:19 09/24/2013
23246,450,955,9,23:35:09 09/24/2013
23247,198,200,1,00:54:47 09/25/2013
23248,365,855,10,02:57:10 09/25/2013
23249,100,344,4,04:30:33 09/25/2013
23250,89,462,7,05:13:31 09/25/2013
23251,477,879,5,06:07:01 09/25/2013
23252,174,686,10,07:23:56 09/25/2013
23253,365,355,9,09:38:51 09/25/2013
23254,149,109,6,10:45:38 09/25/2013
23255,254,351,3,12:48:51 09/25/2013
23256,625,561,7,14:12:15 09/25/2013
23257,839,207,1,16:56:52 09/25/2013
23258,242,696,7,18:47:05 09/25/2013
23259,393,395,7,20:08:39 09/25/2013
23260,250,286,4,20:16:16 09/25/2013
23261,279,877,2,21:07:10 09/25/2013
23262,279,842,6,22:05:55 09/25/2013
23263,116,980,9,23:15:28 09/25/2013
23264,488,611,1,01:58:05 09/26/2013
23265,339,74,2,02:43:08 09/26/2013
23266,199,803,9,05:19:17 09/26/2013
23267,842,642,5,07:38:48 09/26/2013
23268,931,165,10,08:27:20 09/26/2013
23269,564,701,5,09:58:19 09/26/2013
23270,370,731,6,12:22:58 09/26/2013
23271,620,598,2,13:53:15 09/26/2013
23272,944,807,6,14:00:54 09/26/2013
23273,118,119,9,14:02:39 09/26/2013
23274,828,190,4,16:47:51 09/26/2013
23275,295,22,1,16:52:47 09/26/2013
23276,320,487,6,17:16:36 09/26/2013
23277,340,796,6,19:18:43 09/26/2013
23278,192,405,5,22:03:42 09/26/2013
23279,634,568,1,23:21:40 09/26/2013
23280,233,139,2,00:06:42 09/27/2013
23281,22,838,7,01:59:41 09/27/2013
23282,411,515,9,04:20:59 09/27/2013
23283,30,53,9,05:22:42 09/27/2013
23284,374,866,9,06:55:13 09/27/2013
23285,617,216,8,07:05:21 09/27/2013
23286,483,119,2,08:29:13 09/27/2013
23287,744,378,7,10:23:05 09/27/2013
23288,867,525,9,11:53:00 09/27/2013
23289,552,995,1,13:33:11 09/27/2013
23290,395,208,7,16:01:02 09/27/2013
23291,272,378,9,16:33:54 09/27/2013
23292,985,351,9,17:08:28 09/27/2013
23293,167,659,3,19:14:57 09/27/2013
23294,223,478,4,19:46:18 09/27/2013
23295,169,907,4,21:18:51 09/27/2013
23296,496,529,1,22:45:50 09/27/2013
23297,623,899,5,00:49:13 09/28/2013
23298,390,514,7,03:20:04 09/28/2013
23299,371,946,5,03:27:39 09/28/2013
23300,190,286,8,06:09:44 09/28/2013
23301,328,47,5,07:25:23 09/28/2013
23302,331,117,2,07:33:36 09/28/2013
23303,429,522,10,08:10:32 09/28/2013
23304,908,617,5,10:09:31 09/28/2013
23305,724,571,3,12:37:51 09/28/2013
23306,222,376,8,14:13:36 09/28/2013
23307,977,634,2,14:52:15 09/28/2013
23308,582,971,6,15:46:26 09/28/2013
23309,421,502,5,15:53:05 09/28/2013
23310,402,641,5,16:13:01 09/28/2013
23311,177,291,10,16:35:09 09/28/2013
23312,639,631,8,16:38:28 09/28/2013
23313,156,143,1,19:24:34 09/28/2013
23314,875,668,7,20:12:55 09/28/2013
23315,633,77,9,20:20:54 09/28/2013
23316,801,270,6,20:38:12 09/28/2013
23317,105,854,8,21:00:24 09/28/2013
23318,139,381,1,21:37:53 09/28/2013
23319,375,938,10,22:32:24 09/28/2013
23320,952,308,10,00:35:28 09/29/2013
23321,502,656,1,01:00:30 09/29/2013
23322,826,761,5,02:42:55 09/29/2013
23323,310,223,5,04:10:21 09/29/2013
23324,461,266,3,04:43:41 09/29/2013
23325,29,294,6,07:22:19 09/29/2013
23326,600,321,3,09:31:01 09/29/2013
23327,410,173,4,11:22:54 09/29/2013
23328,484,381,9,11:29:12 09/29/2013
23329,194,588,8,12:33:28 09/29/2013
23330,958,459,9,15:03:12 09/29/2013
23331,763,568,9,17:12:27 09/29/2013
23332,362,361,6,18:24:55 09/29/2013
23333,887,867,6,18:33:35 09/29/2013
23334,391,206,2,19:31:21 09/29/2013
23335,384,181,10,20:11:59 09/29/2013
23336,764,917,4,21:02:58 09/29/2013
23337,875,420,2,21:17:41 09/29/2013
23338,175,479,9,22:17:48 09/29/2013
23339,645,495,1,22:37:10 09/29/2013
23340,180,344,6,22:55:56 09/29/2013
23341,549,599,6,00:01:25 09/30/2013
23342,96,227,5,01:12:02 09/30/2013
23343,977,63,6,03:01:49 09/30/2013
23344,998,430,10,03:52:42 09/30/2013
23345,190,50,2,05:26:36 09/30/2013
23346,973,853,4,06:38:50 09/30/2013
23347,826,803,8,08:26:41 09/30/2013
23348,585,453,5,09:39:53 09/30/2013
23349,980,744,3,12:21:06 09/30/2013
23350,754,954,9,14:49:58 09/30/2013
23351,966,105,3,16:07:33 09/30/2013
23352,18,469,3,16:53:24 09/30/2013
23353,174,638,2,19:12:31 09/30/2013
23354,962,184,3,20:02:23 09/30/2013
23355,900,97,5,22:10:47 09/30/2013
23356,956,139,6,00:40:17 10/01/2013
23357,880,473,8,00:45:32 10/01/2013
23358,786,881,2,02:48:54 10/01/2013
23359,659,242,10,02:57:32 10/01/2013
23360,470,143,7,05:44:04 10/01/2013
23361,13,236,2,08:13:29 10/01/2013
23362,875,863,3,09:50:27 10/01/2013
23363,415,381,5,10:57:00 10/01/2013
23364,428,306,6,12:53:10 10/01/2013
23365,430,341,6,13:09:55 10/01/2013
23366,733,413,5,13:42:26 10/01/2013
23367,646,981,8,16:04:58 10/01/2013
23368,10,306,7,16:22:28 10/01/2013
23369,435,622,4,18:47:19 10/01/2013
23370,667,363,9,21:10:53 10/01/2013
23371,841,268,1,22:01:44 10/01/2013
23372,78,430,3,23:24:36 10/01/2013
23373,655,140,2,23:50:44 10/01/2013
23374,804,57,9,00:34:11 10/02/2013
23375,902,283,4,01:15:28 10/02/2013
23376,21,160,8,01:22:40 10/02/2013
23377,608,326,10,02:51:55 10/02/2013
23378,934,243,8,04:58:07 10/02/2013
23379,930,633,7,06:39:53 10/02/2013
23380,238,977,4,09:14:10 10/02/2013
23381,230,629,5,10:25:00 10/02/2013
23382,376,565,7,11:56:07 10/02/2013
23383,811,471,4,14:05:28 10/02/2013
23384,353,488,1,14:20:04 10/02/2013
23385,681,953,3,16:34:32 10/02/2013
23386,413,861,3,16:44:24 10/02/2013
23387,788,186,9,17:49:03 10/02/2013
23388,957,735,8,18:42:35 10/02/2013
23389,336,974,9,21:18:40 10/02/2013
23390,809,345,8,23:36:55 10/02/2013
23391,832,436,5,00:54:50 10/03/2013
23392,475,577,9,01:41:11 10/03/2013
23393,193,484,6,03:05:44 10/03/2013
23394,581,336,7,05:50:02 10/03/2013
23395,972,548,5,08:34:26 10/03/2013
23396,455,150,9,09:35:19 10/03/2013
23397,442,842,1,09:43:42 10/03/2013
23398,936,194,7,11:47:17 10/03/2013
23399,277,854,6,12:14:36 10/03/2013
23400,723,334,2,13:45:36 10/03/2013
23401,644,232,8,15:50:13 10/03/2013
23402,280,789,2,17:07:40 10/03/2013
23403,401,518,10,19:06:28 10/03/2013
23404,163,135,1,20:08:57 10/03/2013
23405,148,496,4,20:17:32 10/03/2013
23406,786,823,8,20:47:30 10/03/2013
23407,884,68,5,21:30:27 10/03/2013
23408,181,761,8,23:04:03 10/03/2013
23409,687,81,1,23:40:26 10/03/2013
23410,853,366,8,00:46:03 10/04/2013
23411,578,986,9,00:52:21 10/04/2013
23412,977,373,4,03:37:01 10/04/2013
23413,207,848,10,03:53:40 10/04/2013
23414,509,21,8,04:23:15 10/04/2013
23415,306,490,5,04:55:15 10/04/2013
23416,454,697,5,05:35:33 10/04/2013
23417,15,633,7,06:30:56 10/04/2013
23418,82,445,5,06:52:14 10/04/2013
23419,44,291,3,08:52:17 10/04/2013
23420,420,994,9,10:50:08 10/04/2013
23421,899,297,3,12:17:10 10/04/2013
23422,846,790,2,12:47:33 10/04/2013
23423,707,660,2,15:25:51 10/04/2013
23424,13,589,4,17:20:41 10/04/2013
23425,61,169,4,18:14:01 10/04/2013
23426,214,793,10,18:39:01 10/04/2013
23427,948,910,5,19:00:07 10/04/2013
23428,466,517,9,19:32:39 10/04/2013
23429,119,95,8,19:56:04 10/04/2013
23430,467,49,6,20:29:48 10/04/2013
23431,190,677,10,21:00:29 10/04/2013
23432,282,274,8,22:04:34 10/04/2013
23433,105,26,4,23:45:53 10/04/2013
23434,316,222,4,00:46:01 10/05/2013
23435,69,669,10,03:27:05 10/05/2013
23436,111,203,5,05:41:15 10/05/2013
23437,608,79,6,07:34:39 10/05/2013
23438,164,805,7,07:59:21 10/05/2013
23439,370,708,10,10:44:58 10/05/2013
23440,345,677,8,12:58:36 10/05/2013
23441,411,487,4,13:46:00 10/05/2013
23442,463,243,4,15:18:06 10/05/2013
23443,985,343,8,17:34:43 10/05/2013
23444,926,495,2,19:03:29 10/05/2013
23445,698,960,1,21:22:13 10/05/2013
23446,176,623,9,22:49:20 10/05/2013
23447,33,890,1,01:18:58 10/06/2013
23448,531,602,8,04:01:55 10/06/2013
23449,302,883,2,06:23:12 10/06/2013
23450,655,720,5,08:23:52 10/06/2013
23451,234,14,8,10:54:09 10/06/2013
23452,12,12,9,12:55:53 10/06/2013
23453,339,702,1,14:20:42 10/06/2013
23454,650,112,5,16:47:36 10/06/2013
23455,410,394,4,18:52:15 10/06/2013
23456,586,354,5,19:24:23 10/06/2013
23457,39,715,3,19:33:34 10/06/2013
23458,472,995,2,20:33:45 10/06/2013
23459,982,125,6,22:24:05 10/06/2013
23460,153,655,9,23:19:13 10/06/2013
23461,161,567,9,00:54:27 10/07/2013
23462,85,457,8,02:35:52 10/07/2013
23463,110,876,4,03:48:11 10/07/2013
23464,840,632,7,06:27:20 10/07/2013
23465,279,175,6,07:27:02 10/07/2013
23466,110,660,7,08:46:53 10/07/2013
23467,37,390,10,09:01:14 10/07/2013
23468,187,100,8,10:40:12 10/07/2013
23469,278,483,4,12:53:40 10/07/2013
23470,919,552,6,14:02:04 10/07/2013
23471,158,903,7,14:56:44 10/07/2013
23472,849,701,10,17:30:09 10/07/2013
23473,467,710,9,20:05:08 10/07/2013
23474,872,207,9,20:30:37 10/07/2013
23475,714,581,3,21:36:25 10/07/2013
23476,786,633,4,22:48:26 10/07/2013
23477,244,747,9,01:23:55 10/08/2013
23478,612,316,7,01:50:27 10/08/2013
23479,167,644,2,02:18:16 10/08/2013
23480,956,664,6,02:53:26 10/08/2013
23481,375,459,2,05:27:48 10/08/2013
23482,590,953,9,05:45:12 10/08/2013
23483,658,528,5,06:30:21 10/08/2013
23484,731,963,2,09:13:13 10/08/2013
23485,64,405,6,10:44:28 10/08/2013
23486,19,603,2,10:48:09 10/08/2013
23487,170,724,5,11:47:50 10/08/2013
23488,114,888,3,13:51:57 10/08/2013
23489,221,883,8,14:18:56 10/08/2013
23490,18,365,8,15:30:19 10/08/2013
23491,164,866,1,16:31:06 10/08/2013
23492,70,26,3,17:09:50 10/08/2013
23493,800,794,1,18:33:24 10/08/2013
23494,235,413,7,19:09:05 10/08/2013
23495,453,130,10,21:53:35 10/08/2013
23496,918,610,6,22:02:31 10/08/2013
23497,728,435,6,22:38:09 10/08/2013
23498,938,995,6,23:30:12 10/08/2013
23499,322,592,1,00:14:35 10/09/2013
23500,233,987,9,02:27:24 10/09/2013
23501,878,442,10,05:13:34 10/09/2013
23502,747,187,6,06:32:43 10/09/2013
23503,932,635,10,06:43:08 10/09/2013
23504,499,333,10,08:57:39 10/09/2013
23505,85,786,5,09:47:44 10/09/2013
23506,128,574,3,12:09:18 10/09/2013
23507,514,844,7,14:15:07 10/09/2013
23508,495,467,9,15:53:54 10/09/2013
23509,577,824,4,16:31:07 10/09/2013
23510,864,692,1,18:55:58 10/09/2013
23511,368,962,9,19:50:32 10/09/2013
23512,722,777,10,20:12:00 10/09/2013
23513,36,473,6,22:18:06 10/09/2013
23514,596,73,7,00:01:29 10/10/2013
23515,268,998,5,00:32:03 10/10/2013
23516,694,998,5,01:11:34 10/10/2013
23517,17,952,7,03:14:56 10/10/2013
23518,70,54,4,03:23:47 10/10/2013
23519,556,47,8,04:30:24 10/10/2013
23520,998,757,4,04:55:59 10/10/2013
23521,124,830,8,06:58:52 10/10/2013
23522,995,172,5,07:41:21 10/10/2013
23523,237,251,6,09:27:43 10/10/2013
23524,655,560,2,09:59:03 10/10/2013
23525,83,308,5,12:31:46 10/10/2013
23526,153,737,4,12:48:30 10/10/2013
23527,329,167,3,14:48:02 10/10/2013
23528,807,510,10,16:13:10 10/10/2013
23529,383,385,8,16:38:53 10/10/2013
23530,352,135,8,18:51:19 10/10/2013
23531,495,70,10,19:56:27 10/10/2013
23532,902,994,3,19:57:33 10/10/2013
23533,296,447,2,20:53:47 10/10/2013
23534,14,215,7,22:42:46 10/10/2013
23535,418,243,7,01:16:28 10/11/2013
23536,344,434,10,03:00:10 10/11/2013
23537,329,402,4,03:20:13 10/11/2013
23538,730,44,6,05:11:41 10/11/2013
23539,281,286,6,07:30:52 10/11/2013
23540,779,996,3,09:30:46 10/11/2013
23541,825,387,8,10:56:40 10/11/2013
23542,375,125,3,12:44:17 10/11/2013
23543,526,431,7,13:38:21 10/11/2013
23544,109,623,6,14:38:09 10/11/2013
23545,76,406,1,15:29:03 10/11/2013
23546,25,317,4,16:46:19 10/11/2013
23547,694,735,1,17:37:27 10/11/2013
23548,102,618,4,17:56:49 10/11/2013
23549,832,293,10,20:37:37 10/11/2013
23550,106,642,6,22:48:27 10/11/2013
23551,133,943,5,00:49:55 10/12/2013
23552,234,693,5,02:24:25 10/12/2013
23553,798,390,3,03:43:01 10/12/2013
23554,189,539,6,04:19:36 10/12/2013
23555,41,807,5,06:52:47 10/12/2013
23556,476,799,10,09:09:54 10/12/2013
23557,895,9,10,09:42:44 10/12/2013
23558,892,260,8,11:56:49 10/12/2013
23559,11,598,2,12:21:05 10/12/2013
23560,844,13,7,14:24:20 10/12/2013
23561,899,645,7,17:00:48 10/12/2013
23562,27,545,2,18:14:18 10/12/2013
23563,622,534,2,18:33:28 10/12/2013
23564,551,329,2,20:28:26 10/12/2013
23565,377,891,8,21:54:20 10/12/2013
23566,772,999,9,23:06:38 10/12/2013
23567,260,579,7,00:35:16 10/13/2013
23568,618,809,4,00:44:17 10/13/2013
23569,680,525,8,03:00:57 10/13/2013
23570,272,127,6,05:36:30 10/13/2013
23571,293,361,10,08:17:44 10/13/2013
23572,525,636,6,09:41:00 10/13/2013
23573,748,181,3,11:32:39 10/13/2013
23574,206,300,4,11:43:22 10/13/2013
23575,448,78,2,13:04:58 10/13/2013
23576,415,347,6,14:26:46 10/13/2013
23577,623,826,5,14:28:11 10/13/2013
23578,496,958,10,16:04:00 10/13/2013
23579,911,71,9,17:33:44 10/13/2013
23580,588,286,3,20:07:45 10/13/2013
23581,974,733,5,21:20:24 10/13/2013
23582,634,787,1,23:33:21 10/13/2013
23583,657,847,1,02:01:33 10/14/2013
23584,372,137,1,03:22:19 10/14/2013
23585,979,654,3,04:21:57 10/14/2013
23586,326,844,6,06:35:31 10/14/2013
23587,367,154,5,06:36:18 10/14/2013
23588,755,567,6,08:53:00 10/14/2013
23589,953,642,6,10:43:30 10/14/2013
23590,521,431,7,13:14:46 10/14/2013
23591,226,646,6,15:46:19 10/14/2013
23592,125,660,10,18:13:49 10/14/2013
23593,298,19,4,20:36:39 10/14/2013
23594,450,850,8,22:17:48 10/14/2013
23595,565,838,2,00:52:26 10/15/2013
23596,574,170,6,03:28:12 10/15/2013
23597,677,846,2,06:01:47 10/15/2013
23598,664,403,3,08:47:40 10/15/2013
23599,872,612,1,09:29:53 10/15/2013
23600,21,261,7,11:26:25 10/15/2013
23601,65,664,3,12:55:43 10/15/2013
23602,293,81,9,15:11:18 10/15/2013
23603,564,199,2,16:52:14 10/15/2013
23604,401,19,7,16:55:27 10/15/2013
23605,319,779,9,18:50:25 10/15/2013
23606,940,548,5,20:49:42 10/15/2013
23607,684,92,6,21:00:00 10/15/2013
23608,312,534,7,21:20:11 10/15/2013
23609,112,884,9,23:04:45 10/15/2013
23610,835,188,9,00:38:39 10/16/2013
23611,324,758,2,01:51:55 10/16/2013
23612,435,121,2,04:13:54 10/16/2013
23613,216,395,7,04:40:56 10/16/2013
23614,136,342,3,05:33:54 10/16/2013
23615,881,955,1,06:09:11 10/16/2013
23616,784,835,8,06:38:04 10/16/2013
23617,455,81,1,08:30:43 10/16/2013
23618,553,34,7,09:52:17 10/16/2013
23619,740,316,1,11:43:01 10/16/2013
23620,140,29,4,14:13:57 10/16/2013
23621,262,228,7,16:39:10 10/16/2013
23622,618,147,7,18:08:18 10/16/2013
23623,860,70,8,18:42:51 10/16/2013
23624,607,404,7,20:35:17 10/16/2013
23625,16,249,4,21:37:48 10/16/2013
23626,495,931,3,21:46:46 10/16/2013
23627,891,498,6,22:56:12 10/16/2013
23628,335,761,9,00:22:35 10/17/2013
23629,678,448,10,02:04:00 10/17/2013
23630,838,421,5,03:25:14 10/17/2013
23631,625,502,4,04:17:44 10/17/2013
23632,479,292,7,04:55:36 10/17/2013
23633,335,210,4,06:09:05 10/17/2013
23634,581,303,5,08:49:41 10/17/2013
23635,722,375,4,10:27:29 10/17/2013
23636,716,365,2,13:11:50 10/17/2013
23637,71,635,4,15:42:29 10/17/2013
23638,120,803,3,16:19:02 10/17/2013
23639,473,492,8,18:31:52 10/17/2013
23640,372,404,10,19:09:52 10/17/2013
23641,930,482,2,21:17:20 10/17/2013
23642,380,681,10,22:42:51 10/17/2013
23643,602,200,8,01:03:26 10/18/2013
23644,510,883,3,03:40:19 10/18/2013
23645,383,85,6,03:42:54 10/18/2013
23646,339,206,4,05:23:17 10/18/2013
23647,904,558,5,05:59:19 10/18/2013
23648,422,887,5,07:35:52 10/18/2013
23649,634,248,10,08:35:15 10/18/2013
23650,726,29,5,09:42:32 10/18/2013
23651,920,19,6,12:06:20 10/18/2013
23652,27,621,4,14:43:04 10/18/2013
23653,529,401,10,16:50:43 10/18/2013
23654,480,993,2,17:24:37 10/18/2013
23655,93,86,2,17:43:34 10/18/2013
23656,577,248,1,19:04:45 10/18/2013
23657,748,504,10,21:49:26 10/18/2013
23658,746,242,3,22:27:08 10/18/2013
23659,547,433,6,23:55:09 10/18/2013
23660,24,211,9,00:30:50 10/19/2013
23661,827,584,5,00:59:53 10/19/2013
23662,201,9,1,03:03:32 10/19/2013
23663,828,28,6,04:22:33 10/19/2013
23664,579,260,6,05:11:46 10/19/2013
23665,553,874,1,06:53:34 10/19/2013
23666,866,255,9,07:18:40 10/19/2013
23667,333,647,7,09:11:06 10/19/2013
23668,858,760,8,11:13:10 10/19/2013
23669,863,380,10,11:53:59 10/19/2013
23670,336,525,1,12:10:19 10/19/2013
23671,591,451,10,14:14:36 10/19/2013
23672,176,424,5,16:10:16 10/19/2013
23673,739,233,7,18:00:45 10/19/2013
23674,316,651,9,18:43:21 10/19/2013
23675,899,998,9,18:50:25 10/19/2013
23676,464,507,10,20:37:06 10/19/2013
23677,115,11,5,22:42:15 10/19/2013
23678,945,863,7,23:11:39 10/19/2013
23679,819,215,9,01:41:22 10/20/2013
23680,968,552,1,03:51:33 10/20/2013
23681,997,622,6,05:25:09 10/20/2013
23682,91,923,7,06:58:14 10/20/2013
23683,161,918,6,07:32:18 10/20/2013
23684,232,395,7,08:18:17 10/20/2013
23685,638,798,4,10:09:49 10/20/2013
23686,634,39,4,11:54:33 10/20/2013
23687,258,254,5,13:11:49 10/20/2013
23688,57,941,6,15:25:02 10/20/2013
23689,439,171,1,16:27:39 10/20/2013
23690,395,177,1,17:01:58 10/20/2013
23691,203,533,5,19:23:09 10/20/2013
23692,899,844,10,20:09:39 10/20/2013
23693,769,915,4,22:17:28 10/20/2013
23694,889,353,1,00:48:15 10/21/2013
